flight_id,class_code,days_before,cumulative_bookings
179,M,60,0.39
179,M,30,0.46
179,M,14,0.49
179,M,7,0.49
179,M,3,0.5
179,M,1,0.5
179,M,0,0.5
179,Q,330,0.02
179,Q,300,0.06
179,Q,270,0.14
179,Q,240,0.35
179,Q,210,0.82
179,Q,180,1.93
179,Q,150,4.21
179,Q,120,8.3
179,Q,90,13.48
179,Q,60,17.4
179,Q,30,20.44
179,Q,14,21.55
179,Q,7,22.29
179,Q,3,22.29
179,Q,1,22.4
179,Q,0,22.4
179,S,330,0.04
179,S,300,0.1
179,S,270,0.23
179,S,240,0.57
179,S,210,1.39
179,S,180,3.13
179,S,150,6.94
179,S,120,13.73
179,S,90,22.0
179,S,60,30.36
179,S,30,35.23
179,S,14,35.79
179,S,7,36.34
179,S,3,36.99
179,S,1,36.99
179,S,0,36.99
179,V,330,0.0
179,V,300,0.01
179,V,270,0.02
179,V,240,0.05
179,V,210,0.12
179,V,180,0.29
179,V,150,0.64
179,V,120,1.21
179,V,90,1.97
179,V,60,2.73
179,V,30,3.18
179,V,14,3.18
179,V,7,3.36
179,V,3,3.36
179,V,1,3.36
179,V,0,3.36
179,W,330,0.01
179,W,300,0.03
179,W,270,0.06
179,W,240,0.16
179,W,210,0.38
179,W,180,0.89
179,W,150,1.92
179,W,120,3.81
179,W,90,6.09
179,W,60,8.02
179,W,30,9.6
179,W,14,9.6
179,W,7,9.9
179,W,3,9.99
179,W,1,10.08
179,W,0,10.24
179,Y,330,0.02
179,Y,300,0.05
179,Y,270,0.13
179,Y,240,0.32
179,Y,210,0.79
179,Y,180,1.84
179,Y,150,3.96
179,Y,120,7.44
179,Y,90,12.38
179,Y,60,16.27
179,Y,30,19.2
179,Y,14,19.68
179,Y,7,20.57
179,Y,3,20.57
179,Y,1,21.08
179,Y,0,21.08
180,B,330,0.01
180,B,300,0.03
180,B,270,0.07
180,B,240,0.17
180,B,210,0.41
180,B,180,0.98
180,B,150,2.14
180,B,120,3.96
180,B,90,6.68
180,B,60,8.6
180,B,30,9.98
180,B,14,10.33
180,B,7,10.52
180,B,3,10.9
180,B,1,10.9
180,B,0,11.04
180,C,330,0.0
180,C,300,0.01
180,C,270,0.02
180,C,240,0.05
180,C,210,0.12
180,C,180,0.3
180,C,150,0.65
180,C,120,1.24
180,C,90,1.98
180,C,60,2.6
180,C,30,3.11
180,C,14,3.25
180,C,7,3.26
180,C,3,3.33
180,C,1,3.37
180,C,0,3.37
180,D,330,0.0
180,D,300,0.01
180,D,270,0.02
180,D,240,0.04
180,D,210,0.11
180,D,180,0.25
180,D,150,0.55
180,D,120,1.03
180,D,90,1.74
180,D,60,2.22
180,D,30,2.69
180,D,14,2.73
180,D,7,2.73
180,D,3,2.76
180,D,1,2.76
180,D,0,2.82
180,H,330,0.02
180,H,300,0.05
180,H,270,0.13
180,H,240,0.33
180,H,210,0.78
180,H,180,1.79
180,H,150,4.06
180,H,120,7.52
180,H,90,12.44
180,H,60,16.92
180,H,30,18.68
180,H,14,20.34
180,H,7,20.34
180,H,3,20.34
180,H,1,20.34
180,H,0,21.18
180,I,330,0.0
180,I,300,0.0
180,I,270,0.01
180,I,240,0.02
180,I,210,0.05
180,I,180,0.12
180,I,150,0.27
180,I,120,0.52
180,I,90,0.82
180,I,60,1.08
180,I,30,1.24
180,I,14,1.34
180,I,7,1.35
180,I,3,1.39
180,I,1,1.39
180,I,0,1.39
180,J,330,0.01
180,J,300,0.02
180,J,270,0.04
180,J,240,0.1
180,J,210,0.25
180,J,180,0.56
180,J,150,1.21
180,J,120,2.34
180,J,90,3.85
180,J,60,5.14
180,J,30,6.01
180,J,14,6.23
180,J,7,6.23
180,J,3,6.24
180,J,1,6.48
180,J,0,6.48
180,M,330,0.0
180,M,300,0.01
180,M,270,0.01
180,M,240,0.03
180,M,210,0.07
180,M,180,0.17
180,M,150,0.38
180,M,120,0.72
180,M,90,1.2
180,M,60,1.6
180,M,30,1.79
180,M,14,1.93
180,M,7,1.93
180,M,3,1.97
180,M,1,1.97
180,M,0,1.97
180,Q,330,0.0
180,Q,300,0.01
180,Q,270,0.02
180,Q,240,0.04
180,Q,210,0.1
180,Q,180,0.23
180,Q,150,0.49
180,Q,120,0.95
180,Q,90,1.56
180,Q,60,2.06
180,Q,30,2.45
180,Q,14,2.49
180,Q,7,2.6
180,Q,3,2.6
180,Q,1,2.6
180,Q,0,2.61
180,S,330,0.05
180,S,300,0.12
180,S,270,0.27
180,S,240,0.68
180,S,210,1.65
180,S,180,3.81
180,S,150,8.56
180,S,120,16.76
180,S,90,27.4
180,S,60,36.21
180,S,30,42.08
180,S,14,43.69
180,S,7,45.28
180,S,3,45.28
180,S,1,45.28
180,S,0,45.28
180,V,330,0.01
180,V,300,0.02
180,V,270,0.06
180,V,240,0.14
180,V,210,0.35
180,V,180,0.81
180,V,150,1.77
180,V,120,3.36
180,V,90,5.6
180,V,60,7.5
180,V,30,8.71
180,V,14,8.94
180,V,7,8.94
180,V,3,8.94
180,V,1,9.3
180,V,0,9.3
180,W,330,0.02
180,W,300,0.04
180,W,270,0.1
180,W,240,0.25
180,W,210,0.56
180,W,180,1.29
180,W,150,3.0
180,W,120,5.59
180,W,90,9.37
180,W,60,12.23
180,W,30,14.35
180,W,14,14.6
180,W,7,15.03
180,W,3,15.03
180,W,1,15.58
180,W,0,15.58
180,Y,330,0.06
180,Y,300,0.15
180,Y,270,0.37
180,Y,240,0.9
180,Y,210,2.17
180,Y,180,4.9
180,Y,150,10.71
180,Y,120,21.99
180,Y,90,34.26
180,Y,60,46.14
180,Y,30,54.46
180,Y,14,55.32
180,Y,7,57.77
180,Y,3,57.77
180,Y,1,58.75
180,Y,0,58.75
181,B,330,0.02
181,B,300,0.04
181,B,270,0.09
181,B,240,0.23
181,B,210,0.57
181,B,180,1.31
181,B,150,2.84
181,B,120,5.45
181,B,90,9.1
181,B,60,11.76
181,B,30,14.26
181,B,14,14.26
181,B,7,14.97
181,B,3,14.97
181,B,1,14.97
181,B,0,14.97
181,C,330,0.01
181,C,300,0.01
181,C,270,0.03
181,C,240,0.08
181,C,210,0.19
181,C,180,0.46
181,C,150,0.95
181,C,120,1.92
181,C,90,3.15
181,C,60,4.23
181,C,30,4.68
181,C,14,5.05
181,C,7,5.05
181,C,3,5.05
181,C,1,5.17
181,C,0,5.17
181,D,330,0.02
181,D,300,0.05
181,D,270,0.13
181,D,240,0.31
181,D,210,0.8
181,D,180,1.77
181,D,150,4.04
181,D,120,7.87
181,D,90,12.61
181,D,60,17.03
181,D,30,19.66
181,D,14,20.28
181,D,7,20.46
181,D,3,21.29
181,D,1,21.39
181,D,0,21.39
181,H,330,0.02
181,H,300,0.04
181,H,270,0.1
181,H,240,0.24
181,H,210,0.6
181,H,180,1.37
181,H,150,3.03
181,H,120,5.66
181,H,90,9.62
181,H,60,12.43
181,H,30,14.81
181,H,14,14.95
181,H,7,15.15
181,H,3,15.18
181,H,1,16.05
181,H,0,16.05
181,I,330,0.0
181,I,300,0.0
181,I,270,0.0
181,I,240,0.01
181,I,210,0.02
181,I,180,0.05
181,I,150,0.11
181,I,120,0.21
181,I,90,0.36
181,I,60,0.47
181,I,30,0.56
181,I,14,0.57
181,I,7,0.58
181,I,3,0.61
181,I,1,0.61
181,I,0,0.61
181,J,330,0.0
181,J,300,0.01
181,J,270,0.02
181,J,240,0.04
181,J,210,0.11
181,J,180,0.26
181,J,150,0.56
181,J,120,1.07
181,J,90,1.77
181,J,60,2.34
181,J,30,2.63
181,J,14,2.77
181,J,7,2.78
181,J,3,2.91
181,J,1,2.95
181,J,0,2.95
181,M,330,0.02
181,M,300,0.04
181,M,270,0.1
181,M,240,0.25
181,M,210,0.61
181,M,180,1.43
181,M,150,3.18
181,M,120,5.95
181,M,90,9.77
181,M,60,13.29
181,M,30,14.8
181,M,14,15.85
181,M,7,15.85
181,M,3,16.2
181,M,1,16.47
181,M,0,16.47
181,Q,330,0.07
181,Q,300,0.18
181,Q,270,0.44
181,Q,240,1.09
181,Q,210,2.69
181,Q,180,6.0
181,Q,150,13.37
181,Q,120,26.48
181,Q,90,42.19
181,Q,60,55.45
181,Q,30,65.31
181,Q,14,70.18
181,Q,7,71.74
181,Q,3,71.74
181,Q,1,71.74
181,Q,0,71.74
181,S,330,0.01
181,S,300,0.03
181,S,270,0.07
181,S,240,0.17
181,S,210,0.4
181,S,180,0.95
181,S,150,2.16
181,S,120,4.2
181,S,90,6.48
181,S,60,8.88
181,S,30,10.29
181,S,14,10.67
181,S,7,11.12
181,S,3,11.12
181,S,1,11.12
181,S,0,11.12
181,V,330,0.04
181,V,300,0.1
181,V,270,0.24
181,V,240,0.57
181,V,210,1.35
181,V,180,3.18
181,V,150,6.97
181,V,120,13.58
181,V,90,22.03
181,V,60,29.84
181,V,30,34.7
181,V,14,35.78
181,V,7,37.58
181,V,3,37.58
181,V,1,37.67
181,V,0,38.02
181,W,330,0.03
181,W,300,0.07
181,W,270,0.18
181,W,240,0.43
181,W,210,1.01
181,W,180,2.47
181,W,150,5.19
181,W,120,10.63
181,W,90,16.99
181,W,60,22.49
181,W,30,25.4
181,W,14,27.08
181,W,7,27.08
181,W,3,27.2
181,W,1,28.24
181,W,0,28.24
181,Y,330,0.01
181,Y,300,0.02
181,Y,270,0.06
181,Y,240,0.15
181,Y,210,0.36
181,Y,180,0.83
181,Y,150,1.86
181,Y,120,3.63
181,Y,90,5.73
181,Y,60,7.66
181,Y,30,8.9
181,Y,14,9.41
181,Y,7,9.5
181,Y,3,9.5
181,Y,1,9.5
181,Y,0,9.77
182,B,330,0.0
182,B,300,0.01
182,B,270,0.02
182,B,240,0.04
182,B,210,0.09
182,B,180,0.21
182,B,150,0.48
182,B,120,0.89
182,B,90,1.47
182,B,60,1.97
182,B,30,2.33
182,B,14,2.34
182,B,7,2.41
182,B,3,2.41
182,B,1,2.41
182,B,0,2.49
182,C,330,0.01
182,C,300,0.02
182,C,270,0.06
182,C,240,0.14
182,C,210,0.33
182,C,180,0.77
182,C,150,1.7
182,C,120,3.4
182,C,90,5.49
182,C,60,7.17
182,C,30,8.55
182,C,14,8.86
182,C,7,9.02
182,C,3,9.02
182,C,1,9.08
182,C,0,9.12
182,D,330,0.01
182,D,300,0.01
182,D,270,0.03
182,D,240,0.08
182,D,210,0.18
182,D,180,0.43
182,D,150,0.97
182,D,120,1.83
182,D,90,2.96
182,D,60,3.88
182,D,30,4.61
182,D,14,4.88
182,D,7,4.88
182,D,3,4.91
182,D,1,4.91
182,D,0,5.02
182,H,330,0.0
182,H,300,0.01
182,H,270,0.02
182,H,240,0.04
182,H,210,0.11
182,H,180,0.25
182,H,150,0.55
182,H,120,1.07
182,H,90,1.75
182,H,60,2.34
182,H,30,2.72
182,H,14,2.8
182,H,7,2.81
182,H,3,2.81
182,H,1,2.93
182,H,0,2.94
182,I,330,0.0
182,I,300,0.0
182,I,270,0.0
182,I,240,0.0
182,I,210,0.0
182,I,180,0.0
182,I,150,0.0
182,I,120,0.0
182,I,90,0.0
182,I,60,0.0
182,I,30,0.0
182,I,14,0.0
182,I,7,0.0
182,I,3,0.0
182,I,1,0.0
182,I,0,0.0
182,J,330,0.01
182,J,300,0.01
182,J,270,0.03
182,J,240,0.08
182,J,210,0.19
182,J,180,0.44
182,J,150,0.97
182,J,120,1.88
182,J,90,3.1
182,J,60,4.11
182,J,30,4.58
182,J,14,4.94
182,J,7,4.94
182,J,3,5.05
182,J,1,5.05
182,J,0,5.12
182,M,330,0.01
182,M,300,0.04
182,M,270,0.09
182,M,240,0.22
182,M,210,0.53
182,M,180,1.23
182,M,150,2.73
182,M,120,5.2
182,M,90,8.25
182,M,60,10.88
182,M,30,12.77
182,M,14,13.69
182,M,7,14.08
182,M,3,14.08
182,M,1,14.17
182,M,0,14.17
182,Q,330,0.05
182,Q,300,0.11
182,Q,270,0.27
182,Q,240,0.69
182,Q,210,1.61
182,Q,180,3.72
182,Q,150,8.43
182,Q,120,16.53
182,Q,90,26.25
182,Q,60,34.3
182,Q,30,39.73
182,Q,14,40.99
182,Q,7,41.6
182,Q,3,44.03
182,Q,1,44.03
182,Q,0,44.03
182,S,330,0.02
182,S,300,0.06
182,S,270,0.14
182,S,240,0.35
182,S,210,0.83
182,S,180,1.94
182,S,150,4.27
182,S,120,8.44
182,S,90,13.22
182,S,60,18.11
182,S,30,20.71
182,S,14,22.65
182,S,7,22.65
182,S,3,22.97
182,S,1,22.97
182,S,0,22.99
182,V,330,0.06
182,V,300,0.14
182,V,270,0.35
182,V,240,0.85
182,V,210,2.08
182,V,180,4.8
182,V,150,10.14
182,V,120,19.91
182,V,90,32.52
182,V,60,42.65
182,V,30,51.45
182,V,14,52.85
182,V,7,54.92
182,V,3,54.92
182,V,1,54.92
182,V,0,54.92
182,W,330,0.01
182,W,300,0.01
182,W,270,0.04
182,W,240,0.09
182,W,210,0.21
182,W,180,0.49
182,W,150,1.12
182,W,120,2.08
182,W,90,3.43
182,W,60,4.54
182,W,30,5.31
182,W,14,5.45
182,W,7,5.61
182,W,3,5.68
182,W,1,5.68
182,W,0,5.75
182,Y,330,0.05
182,Y,300,0.12
182,Y,270,0.3
182,Y,240,0.71
182,Y,210,1.76
182,Y,180,4.03
182,Y,150,9.11
182,Y,120,17.06
182,Y,90,28.22
182,Y,60,37.1
182,Y,30,42.79
182,Y,14,47.29
182,Y,7,48.03
182,Y,3,48.03
182,Y,1,48.03
182,Y,0,48.32
183,A,330,0.0
183,A,300,0.01
183,A,270,0.01
183,A,240,0.04
183,A,210,0.09
183,A,180,0.2
183,A,150,0.45
183,A,120,0.86
183,A,90,1.39
183,A,60,1.89
183,A,30,2.21
183,A,14,2.29
183,A,7,2.31
183,A,3,2.31
183,A,1,2.31
183,A,0,2.35
183,B,330,0.02
183,B,300,0.04
183,B,270,0.1
183,B,240,0.25
183,B,210,0.59
183,B,180,1.4
183,B,150,3.07
183,B,120,6.02
183,B,90,9.78
183,B,60,12.67
183,B,30,14.92
183,B,14,15.18
183,B,7,16.06
183,B,3,16.17
183,B,1,16.17
183,B,0,16.17
183,C,330,0.01
183,C,300,0.03
183,C,270,0.06
183,C,240,0.15
183,C,210,0.36
183,C,180,0.85
183,C,150,1.89
183,C,120,3.56
183,C,90,5.95
183,C,60,7.56
183,C,30,8.81
183,C,14,9.36
183,C,7,9.58
183,C,3,9.58
183,C,1,9.67
183,C,0,9.67
183,D,330,0.03
183,D,300,0.06
183,D,270,0.16
183,D,240,0.39
183,D,210,0.93
183,D,180,2.15
183,D,150,4.72
183,D,120,9.27
183,D,90,14.62
183,D,60,19.44
183,D,30,22.84
183,D,14,24.5
183,D,7,24.5
183,D,3,24.5
183,D,1,24.5
183,D,0,24.97
183,F,330,0.0
183,F,300,0.01
183,F,270,0.02
183,F,240,0.05
183,F,210,0.11
183,F,180,0.27
183,F,150,0.61
183,F,120,1.17
183,F,90,1.87
183,F,60,2.54
183,F,30,2.87
183,F,14,2.96
183,F,7,3.0
183,F,3,3.06
183,F,1,3.08
183,F,0,3.08
183,H,330,0.04
183,H,300,0.1
183,H,270,0.26
183,H,240,0.6
183,H,210,1.54
183,H,180,3.57
183,H,150,7.73
183,H,120,15.22
183,H,90,24.64
183,H,60,33.2
183,H,30,37.25
183,H,14,39.27
183,H,7,39.27
183,H,3,41.04
183,H,1,41.22
183,H,0,41.22
183,I,330,0.0
183,I,300,0.0
183,I,270,0.01
183,I,240,0.02
183,I,210,0.05
183,I,180,0.11
183,I,150,0.26
183,I,120,0.49
183,I,90,0.81
183,I,60,1.07
183,I,30,1.2
183,I,14,1.26
183,I,7,1.33
183,I,3,1.33
183,I,1,1.33
183,I,0,1.33
183,J,330,0.0
183,J,300,0.01
183,J,270,0.01
183,J,240,0.04
183,J,210,0.09
183,J,180,0.2
183,J,150,0.45
183,J,120,0.86
183,J,90,1.41
183,J,60,1.82
183,J,30,2.11
183,J,14,2.19
183,J,7,2.24
183,J,3,2.34
183,J,1,2.35
183,J,0,2.35
183,M,330,0.11
183,M,300,0.27
183,M,270,0.66
183,M,240,1.55
183,M,210,3.85
183,M,180,9.06
183,M,150,19.49
183,M,120,37.72
183,M,90,61.41
183,M,60,83.91
183,M,30,94.5
183,M,14,102.07
183,M,7,102.07
183,M,3,102.07
183,M,1,104.98
183,M,0,104.98
183,Q,330,0.04
183,Q,300,0.11
183,Q,270,0.26
183,Q,240,0.65
183,Q,210,1.54
183,Q,180,3.54
183,Q,150,7.95
183,Q,120,15.14
183,Q,90,24.33
183,Q,60,32.43
183,Q,30,37.96
183,Q,14,40.8
183,Q,7,41.61
183,Q,3,41.94
183,Q,1,41.94
183,Q,0,41.94
183,S,330,0.0
183,S,300,0.0
183,S,270,0.0
183,S,240,0.01
183,S,210,0.01
183,S,180,0.03
183,S,150,0.07
183,S,120,0.14
183,S,90,0.22
183,S,60,0.31
183,S,30,0.36
183,S,14,0.36
183,S,7,0.37
183,S,3,0.37
183,S,1,0.38
183,S,0,0.38
183,V,330,0.02
183,V,300,0.04
183,V,270,0.1
183,V,240,0.25
183,V,210,0.61
183,V,180,1.42
183,V,150,3.17
183,V,120,6.03
183,V,90,9.96
183,V,60,13.08
183,V,30,14.9
183,V,14,15.54
183,V,7,15.77
183,V,3,15.78
183,V,1,16.32
183,V,0,16.49
183,W,330,0.03
183,W,300,0.08
183,W,270,0.21
183,W,240,0.5
183,W,210,1.21
183,W,180,2.9
183,W,150,6.08
183,W,120,11.91
183,W,90,20.31
183,W,60,26.76
183,W,30,30.52
183,W,14,32.17
183,W,7,33.02
183,W,3,33.23
183,W,1,33.23
183,W,0,33.23
183,Y,330,0.0
183,Y,300,0.01
183,Y,270,0.02
183,Y,240,0.05
183,Y,210,0.11
183,Y,180,0.28
183,Y,150,0.57
183,Y,120,1.1
183,Y,90,1.85
183,Y,60,2.43
183,Y,30,2.89
183,Y,14,2.89
183,Y,7,2.98
183,Y,3,2.98
183,Y,1,3.07
183,Y,0,3.07
184,B,330,0.01
184,B,300,0.02
184,B,270,0.04
184,B,240,0.1
184,B,210,0.25
184,B,180,0.59
184,B,150,1.3
184,B,120,2.57
184,B,90,4.15
184,B,60,5.58
184,B,30,6.42
184,B,14,6.43
184,B,7,6.76
184,B,3,6.84
184,B,1,6.88
184,B,0,6.91
184,C,330,0.01
184,C,300,0.03
184,C,270,0.06
184,C,240,0.15
184,C,210,0.36
184,C,180,0.86
184,C,150,1.89
184,C,120,3.65
184,C,90,5.67
184,C,60,7.74
184,C,30,9.14
184,C,14,9.15
184,C,7,9.4
184,C,3,9.83
184,C,1,9.83
184,C,0,9.83
184,D,330,0.0
184,D,300,0.01
184,D,270,0.02
184,D,240,0.06
184,D,210,0.14
184,D,180,0.33
184,D,150,0.74
184,D,120,1.38
184,D,90,2.24
184,D,60,3.01
184,D,30,3.57
184,D,14,3.74
184,D,7,3.74
184,D,3,3.74
184,D,1,3.83
184,D,0,3.83
184,H,330,0.0
184,H,300,0.01
184,H,270,0.02
184,H,240,0.06
184,H,210,0.13
184,H,180,0.31
184,H,150,0.71
184,H,120,1.34
184,H,90,2.21
184,H,60,2.95
184,H,30,3.34
184,H,14,3.54
184,H,7,3.61
184,H,3,3.61
184,H,1,3.61
184,H,0,3.72
184,I,330,0.01
184,I,300,0.02
184,I,270,0.05
184,I,240,0.13
184,I,210,0.31
184,I,180,0.7
184,I,150,1.54
184,I,120,3.02
184,I,90,4.96
184,I,60,6.45
184,I,30,7.43
184,I,14,7.75
184,I,7,7.97
184,I,3,7.99
184,I,1,8.18
184,I,0,8.18
184,J,330,0.0
184,J,300,0.01
184,J,270,0.03
184,J,240,0.06
184,J,210,0.15
184,J,180,0.36
184,J,150,0.78
184,J,120,1.47
184,J,90,2.36
184,J,60,3.22
184,J,30,3.73
184,J,14,3.88
184,J,7,3.96
184,J,3,3.96
184,J,1,3.96
184,J,0,4.01
184,M,330,0.13
184,M,300,0.31
184,M,270,0.79
184,M,240,1.88
184,M,210,4.5
184,M,180,10.89
184,M,150,23.31
184,M,120,45.63
184,M,90,73.35
184,M,60,96.0
184,M,30,114.8
184,M,14,118.52
184,M,7,118.52
184,M,3,122.21
184,M,1,122.21
184,M,0,122.21
184,Q,330,0.04
184,Q,300,0.1
184,Q,270,0.25
184,Q,240,0.64
184,Q,210,1.47
184,Q,180,3.48
184,Q,150,7.7
184,Q,120,14.85
184,Q,90,24.31
184,Q,60,32.11
184,Q,30,36.66
184,Q,14,38.11
184,Q,7,40.18
184,Q,3,40.18
184,Q,1,40.81
184,Q,0,40.81
184,S,330,0.03
184,S,300,0.07
184,S,270,0.18
184,S,240,0.45
184,S,210,1.09
184,S,180,2.44
184,S,150,5.43
184,S,120,10.61
184,S,90,17.01
184,S,60,23.25
184,S,30,26.85
184,S,14,27.75
184,S,7,28.46
184,S,3,28.46
184,S,1,28.46
184,S,0,28.46
184,V,330,0.01
184,V,300,0.02
184,V,270,0.05
184,V,240,0.12
184,V,210,0.29
184,V,180,0.68
184,V,150,1.53
184,V,120,2.94
184,V,90,4.83
184,V,60,6.42
184,V,30,7.54
184,V,14,7.96
184,V,7,7.96
184,V,3,7.96
184,V,1,7.96
184,V,0,7.96
184,W,330,0.0
184,W,300,0.0
184,W,270,0.0
184,W,240,0.01
184,W,210,0.02
184,W,180,0.05
184,W,150,0.12
184,W,120,0.23
184,W,90,0.38
184,W,60,0.49
184,W,30,0.57
184,W,14,0.59
184,W,7,0.6
184,W,3,0.6
184,W,1,0.63
184,W,0,0.63
184,Y,330,0.07
184,Y,300,0.18
184,Y,270,0.42
184,Y,240,1.04
184,Y,210,2.49
184,Y,180,6.01
184,Y,150,12.94
184,Y,120,25.33
184,Y,90,39.8
184,Y,60,55.86
184,Y,30,62.46
184,Y,14,66.69
184,Y,7,68.58
184,Y,3,68.58
184,Y,1,68.58
184,Y,0,68.58
185,A,330,0.0
185,A,300,0.01
185,A,270,0.03
185,A,240,0.06
185,A,210,0.15
185,A,180,0.36
185,A,150,0.79
185,A,120,1.51
185,A,90,2.46
185,A,60,3.3
185,A,30,3.85
185,A,14,4.14
185,A,7,4.14
185,A,3,4.14
185,A,1,4.14
185,A,0,4.2
185,B,330,0.05
185,B,300,0.13
185,B,270,0.34
185,B,240,0.83
185,B,210,1.96
185,B,180,4.64
185,B,150,9.98
185,B,120,19.69
185,B,90,31.14
185,B,60,40.84
185,B,30,49.99
185,B,14,49.99
185,B,7,50.57
185,B,3,50.64
185,B,1,51.33
185,B,0,51.33
185,C,330,0.0
185,C,300,0.0
185,C,270,0.01
185,C,240,0.01
185,C,210,0.03
185,C,180,0.07
185,C,150,0.16
185,C,120,0.33
185,C,90,0.51
185,C,60,0.68
185,C,30,0.78
185,C,14,0.85
185,C,7,0.85
185,C,3,0.85
185,C,1,0.87
185,C,0,0.87
185,D,330,0.0
185,D,300,0.01
185,D,270,0.02
185,D,240,0.04
185,D,210,0.09
185,D,180,0.23
185,D,150,0.47
185,D,120,0.95
185,D,90,1.49
185,D,60,2.0
185,D,30,2.29
185,D,14,2.46
185,D,7,2.46
185,D,3,2.46
185,D,1,2.46
185,D,0,2.47
185,F,330,0.0
185,F,300,0.01
185,F,270,0.01
185,F,240,0.03
185,F,210,0.08
185,F,180,0.19
185,F,150,0.43
185,F,120,0.79
185,F,90,1.34
185,F,60,1.76
185,F,30,2.04
185,F,14,2.12
185,F,7,2.13
185,F,3,2.15
185,F,1,2.19
185,F,0,2.19
185,H,330,0.08
185,H,300,0.19
185,H,270,0.47
185,H,240,1.13
185,H,210,2.72
185,H,180,6.32
185,H,150,13.87
185,H,120,27.07
185,H,90,43.48
185,H,60,59.06
185,H,30,68.63
185,H,14,74.6
185,H,7,75.6
185,H,3,75.6
185,H,1,75.6
185,H,0,75.6
185,I,330,0.02
185,I,300,0.04
185,I,270,0.1
185,I,240,0.24
185,I,210,0.59
185,I,180,1.39
185,I,150,3.08
185,I,120,5.71
185,I,90,9.65
185,I,60,12.64
185,I,30,14.7
185,I,14,15.61
185,I,7,15.87
185,I,3,15.87
185,I,1,15.87
185,I,0,15.87
185,J,330,0.02
185,J,300,0.04
185,J,270,0.1
185,J,240,0.26
185,J,210,0.61
185,J,180,1.4
185,J,150,3.23
185,J,120,5.97
185,J,90,9.97
185,J,60,13.57
185,J,30,15.32
185,J,14,16.34
185,J,7,16.57
185,J,3,16.57
185,J,1,16.57
185,J,0,16.64
185,M,330,0.04
185,M,300,0.11
185,M,270,0.27
185,M,240,0.64
185,M,210,1.56
185,M,180,3.57
185,M,150,7.87
185,M,120,15.63
185,M,90,25.43
185,M,60,33.15
185,M,30,39.86
185,M,14,40.66
185,M,7,42.57
185,M,3,42.57
185,M,1,42.57
185,M,0,42.63
185,Q,330,0.05
185,Q,300,0.12
185,Q,270,0.3
185,Q,240,0.71
185,Q,210,1.73
185,Q,180,3.97
185,Q,150,8.98
185,Q,120,17.84
185,Q,90,28.76
185,Q,60,36.74
185,Q,30,44.83
185,Q,14,45.6
185,Q,7,45.6
185,Q,3,47.37
185,Q,1,47.37
185,Q,0,47.37
185,S,330,0.01
185,S,300,0.03
185,S,270,0.08
185,S,240,0.2
185,S,210,0.48
185,S,180,1.12
185,S,150,2.38
185,S,120,4.85
185,S,90,7.72
185,S,60,10.29
185,S,30,12.16
185,S,14,12.16
185,S,7,12.56
185,S,3,12.8
185,S,1,12.8
185,S,0,12.8
185,V,330,0.02
185,V,300,0.06
185,V,270,0.14
185,V,240,0.35
185,V,210,0.82
185,V,180,1.99
185,V,150,4.26
185,V,120,8.28
185,V,90,13.51
185,V,60,18.12
185,V,30,21.0
185,V,14,21.19
185,V,7,22.51
185,V,3,22.51
185,V,1,22.51
185,V,0,22.51
185,W,330,0.05
185,W,300,0.12
185,W,270,0.28
185,W,240,0.7
185,W,210,1.62
185,W,180,3.83
185,W,150,8.51
185,W,120,16.33
185,W,90,26.32
185,W,60,36.64
185,W,30,42.16
185,W,14,42.95
185,W,7,44.63
185,W,3,44.63
185,W,1,44.63
185,W,0,44.63
185,Y,330,0.02
185,Y,300,0.04
185,Y,270,0.11
185,Y,240,0.27
185,Y,210,0.62
185,Y,180,1.49
185,Y,150,3.15
185,Y,120,6.09
185,Y,90,10.3
185,Y,60,13.48
185,Y,30,15.99
185,Y,14,15.99
185,Y,7,16.93
185,Y,3,16.93
185,Y,1,16.93
185,Y,0,16.93
186,A,330,0.01
186,A,300,0.03
186,A,270,0.08
186,A,240,0.19
186,A,210,0.46
186,A,180,1.05
186,A,150,2.33
186,A,120,4.49
186,A,90,7.4
186,A,60,10.07
186,A,30,11.59
186,A,14,11.93
186,A,7,11.93
186,A,3,12.56
186,A,1,12.56
186,A,0,12.56
186,B,330,0.02
186,B,300,0.06
186,B,270,0.14
186,B,240,0.35
186,B,210,0.84
186,B,180,1.9
186,B,150,4.11
186,B,120,8.17
186,B,90,12.8
186,B,60,17.31
186,B,30,19.83
186,B,14,20.92
186,B,7,21.59
186,B,3,21.62
186,B,1,21.65
186,B,0,22.29
186,C,330,0.02
186,C,300,0.05
186,C,270,0.12
186,C,240,0.3
186,C,210,0.7
186,C,180,1.71
186,C,150,3.8
186,C,120,7.08
186,C,90,11.97
186,C,60,15.67
186,C,30,17.75
186,C,14,19.09
186,C,7,19.21
186,C,3,19.21
186,C,1,19.25
186,C,0,19.73
186,D,330,0.02
186,D,300,0.05
186,D,270,0.13
186,D,240,0.31
186,D,210,0.77
186,D,180,1.81
186,D,150,4.1
186,D,120,7.79
186,D,90,12.77
186,D,60,17.37
186,D,30,19.91
186,D,14,20.03
186,D,7,21.07
186,D,3,21.16
186,D,1,21.16
186,D,0,21.16
186,F,330,0.0
186,F,300,0.01
186,F,270,0.02
186,F,240,0.04
186,F,210,0.11
186,F,180,0.24
186,F,150,0.55
186,F,120,1.08
